BuildingID,addr_full,lng,lat
"53646","1442 BRYANT AVENUE BRONX NY 10459","-73.888","40.831"
"97959","1249 MORRISON AVENUE BRONX NY 10472","-73.8752","40.831"
"65447","1514 EAST 172 STREET BRONX NY 10472","-73.8799","40.8309"
"839260","169 WEST 161 STREET BRONX NY 10452","-73.9311","40.8308"
"104320","1374 PROSPECT AVENUE BRONX NY 10459","-73.8966","40.8308"
"881120","362 EAST 167 STREET BRONX NY 10456","-73.9121","40.8308"
"27343","736 RIVERSIDE DRIVE MANHATTAN NY 10031","-73.9495","40.8308"
"8106","3671 BROADWAY MANHATTAN NY 10031","-73.9477","40.8308"
"8110","3680 BROADWAY MANHATTAN NY 10031","-73.9468","40.8308"
"42680","427 WEST 154 STREET MANHATTAN NY 10032","-73.9426","40.8308"
"112400","1222 TAYLOR AVENUE BRONX NY 10472","-73.8649","40.8308"
"42574","551 WEST 152 STREET MANHATTAN NY 10031","-73.9464","40.8307"
"42640","530 WEST 153 STREET MANHATTAN NY 10031","-73.9456","40.8307"
"42572","547 WEST 152 STREET MANHATTAN NY 10031","-73.9463","40.8307"
"83753","1231 HARROD AVENUE BRONX NY 10472","-73.8742","40.8307"
"42672","419 WEST 154 STREET MANHATTAN NY 10032","-73.9423","40.8307"
"79270","1229 FRANKLIN AVENUE BRONX NY 10456","-73.9035","40.8307"
"42637","524 WEST 153 STREET MANHATTAN NY 10031","-73.9454","40.8306"
"111958","1245 STRATFORD AVENUE BRONX NY 10472","-73.876","40.8306"
"82024","1069 GRANT AVENUE BRONX NY 10456","-73.917","40.8306"
"56813","1139 CLAY AVENUE BRONX NY 10456","-73.9119","40.8306"
"28277","887 ST NICHOLAS AVENUE MANHATTAN NY 10032","-73.9418","40.8306"
"84080","2260 HAVILAND AVENUE BRONX NY 10462","-73.8482","40.8306"
"79276","1250 FRANKLIN AVENUE BRONX NY 10456","-73.9026","40.8305"
"8104","3661 BROADWAY MANHATTAN NY 10031","-73.948","40.8305"
"42683","430 WEST 154 STREET MANHATTAN NY 10032","-73.9429","40.8305"
"80596","1946 GLEASON AVENUE BRONX NY 10472","-73.8596","40.8305"
"112756","1121 TELLER AVENUE BRONX NY 10456","-73.913","40.8304"
"5705","1885 AMSTERDAM AVENUE MANHATTAN NY 10032","-73.9434","40.8304"
"78270","1109 FINDLAY AVENUE BRONX NY 10456","-73.9141","40.8304"
"82019","1064 GRANT AVENUE BRONX NY 10456","-73.9165","40.8304"
"115213","1237 TINTON AVENUE BRONX NY 10456","-73.9002","40.8303"
"917108","1411 BRYANT AVENUE BRONX NY 10459","-73.8891","40.8303"
"64869","305 EAST 166 STREET BRONX NY 10456","-73.9145","40.8303"
"8103","3660 BROADWAY MANHATTAN NY 10031","-73.9473","40.8303"
"51073","1246 BOYNTON AVENUE BRONX NY 10472","-73.8783","40.8303"
"79346","820 FREEMAN STREET BRONX NY 10459","-73.8968","40.8303"
"42553","517 WEST 152 STREET MANHATTAN NY 10031","-73.9452","40.8302"
"82015","1060 GRANT AVENUE BRONX NY 10456","-73.9166","40.8302"
"42565","532 WEST 152 STREET MANHATTAN NY 10031","-73.9463","40.8302"
"42667","414 WEST 154 STREET MANHATTAN NY 10032","-73.9425","40.8302"
"119674","1178 WASHINGTON AVENUE BRONX NY 10456","-73.9071","40.8302"
"64950","459 EAST 167 STREET BRONX NY 10456","-73.908","40.8301"
"42561","528 WEST 152 STREET MANHATTAN NY 10031","-73.9461","40.8301"
"107415","1226 ROSEDALE AVENUE BRONX NY 10472","-73.8685","40.83"
"64873","321 EAST 166 STREET BRONX NY 10456","-73.9136","40.83"
"823493","1208 FRANKLIN AVENUE BRONX NY 10456","-73.9035","40.83"
"833413","1060 MORRIS AVENUE BRONX NY 10456","-73.9157","40.8299"
"806280","1337 REAR BEACH AVENUE BRONX NY 10472","-73.8659","40.8299"
"28273","880 ST NICHOLAS AVENUE MANHATTAN NY 10032","-73.9414","40.8299"
"42610","445 WEST 153 STREET MANHATTAN NY 10031","-73.9424","40.8299"
"50383","1218 BOSTON ROAD BRONX NY 10456","-73.9015","40.8299"
"58004","1205 COMMONWEALTH AVENUE BRONX NY 10472","-73.868","40.8299"
"80554","1826 GLEASON AVENUE BRONX NY 10472","-73.8646","40.8298"
"115200","1221 TINTON AVENUE BRONX NY 10456","-73.9004","40.8298"
"116423","1239 UNION AVENUE BRONX NY 10459","-73.8993","40.8298"
"57745","1045 COLLEGE AVENUE BRONX NY 10456","-73.9154","40.8298"
"122797","1239 WHEELER AVENUE BRONX NY 10472","-73.8807","40.8298"
"42548","510 WEST 152 STREET MANHATTAN NY 10031","-73.9453","40.8298"
"119667","1158 WASHINGTON AVENUE BRONX NY 10456","-73.9077","40.8298"
"97301","1045 MORRIS AVENUE BRONX NY 10456","-73.9165","40.8297"
"122930","1143 WHITE PLAINS ROAD BRONX NY 10472","-73.8616","40.8297"
"27340","720 RIVERSIDE DRIVE MANHATTAN NY 10031","-73.9496","40.8297"
"806301","1214 BOSTON ROAD BRONX NY 10456","-73.9017","40.8297"
"88224","1294 INTERVALE AVENUE BRONX NY 10459","-73.8934","40.8297"
"122793","1235 WHEELER AVENUE BRONX NY 10472","-73.8806","40.8297"
"42609","444 WEST 153 STREET MANHATTAN NY 10031","-73.9428","40.8297"
"122919","1132 WHITE PLAINS ROAD BRONX NY 10472","-73.8608","40.8297"
"81637","1000 GRAND CONCOURSE BRONX NY 10451","-73.9204","40.8296"
"97297","1041 MORRIS AVENUE BRONX NY 10456","-73.9165","40.8296"
"112750","1081 TELLER AVENUE BRONX NY 10456","-73.9135","40.8296"
"78266","1076 FINDLAY AVENUE BRONX NY 10456","-73.9139","40.8296"
"110011","1230 SOUTHERN BOULEVARD BRONX NY 10459","-73.8915","40.8295"
"78265","1072 FINDLAY AVENUE BRONX NY 10456","-73.9139","40.8295"
"110010","1228 SOUTHERN BOULEVARD BRONX NY 10459","-73.8915","40.8294"
"5689","1846 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9449","40.8294"
"21293","409 EDGECOMBE AVENUE MANHATTAN NY 10031","-73.9401","40.8294"
"42467","541 WEST 150 STREET MANHATTAN NY 10031","-73.9469","40.8293"
"112744","1069 TELLER AVENUE BRONX NY 10456","-73.9136","40.8293"
"42537","465 WEST 152 STREET MANHATTAN NY 10031","-73.943","40.8293"
"78263","1064 FINDLAY AVENUE BRONX NY 10456","-73.914","40.8293"
"116412","1224 UNION AVENUE BRONX NY 10459","-73.8987","40.8293"
"110603","1150 ST LAWRENCE AVENUE BRONX NY 10472","-73.8664","40.8292"
"76002","1215 ELDER AVENUE BRONX NY 10472","-73.8796","40.8292"
"112741","1065 TELLER AVENUE BRONX NY 10456","-73.9137","40.8292"
"42499","508 WEST 151 STREET MANHATTAN NY 10031","-73.9458","40.8292"
"112739","1063 TELLER AVENUE BRONX NY 10456","-73.9137","40.8292"
"81994","960 GRAND CONCOURSE BRONX NY 10451","-73.9207","40.8292"
"122781","1219 WHEELER AVENUE BRONX NY 10472","-73.8805","40.8292"
"42498","506 WEST 151 STREET MANHATTAN NY 10031","-73.9457","40.8291"
"42530","453 WEST 152 STREET MANHATTAN NY 10031","-73.9427","40.8291"
"122778","1214 WHEELER AVENUE BRONX NY 10472","-73.8799","40.8291"
"78261","1056 FINDLAY AVENUE BRONX NY 10456","-73.9141","40.8291"
"85485","1206 HOE AVENUE BRONX NY 10459","-73.8906","40.829"
"42449","521 WEST 150 STREET MANHATTAN NY 10031","-73.9462","40.829"
"75999","1209 ELDER AVENUE BRONX NY 10472","-73.8795","40.829"
"56791","1057 CLAY AVENUE BRONX NY 10456","-73.9128","40.829"
"64965","583 EAST 167 STREET BRONX NY 10456","-73.9047","40.829"
"80117","928 GERARD AVENUE BRONX NY 10452","-73.9239","40.8289"
"122240","1541 WESTCHESTER AVENUE BRONX NY 10472","-73.8781","40.8289"
"42531","454 WEST 152 STREET MANHATTAN NY 10031","-73.9433","40.8289"
"112733","1053 TELLER AVENUE BRONX NY 10456","-73.9139","40.8289"
"122236","1535 WESTCHESTER AVENUE BRONX NY 10472","-73.8786","40.8289"
"110597","1143 ST LAWRENCE AVENUE BRONX NY 10472","-73.8669","40.8289"
"42529","450 WEST 152 STREET MANHATTAN NY 10031","-73.9431","40.8289"
"42435","501 WEST 150 STREET MANHATTAN NY 10031","-73.9457","40.8288"
"5685","1835 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9446","40.8288"
"81993","940 GRAND CONCOURSE BRONX NY 10451","-73.9209","40.8287"
"27337","706 RIVERSIDE DRIVE MANHATTAN NY 10031","-73.9503","40.8287"
"112728","1043 TELLER AVENUE BRONX NY 10456","-73.914","40.8287"
"10021","488 CONVENT AVENUE MANHATTAN NY 10031","-73.9426","40.8287"
"113755","3411 3 AVENUE BRONX NY 10456","-73.9071","40.8287"
"64762","312 EAST 165 STREET BRONX NY 10456","-73.9151","40.8286"
"42452","524 WEST 150 STREET MANHATTAN NY 10031","-73.9464","40.8286"
"49765","2138 BLACKROCK AVENUE BRONX NY 10472","-73.8518","40.8286"
"119648","1102 WASHINGTON AVENUE BRONX NY 10456","-73.908","40.8286"
"51034","1134 BOYNTON AVENUE BRONX NY 10472","-73.8779","40.8286"
"42446","518 WEST 150 STREET MANHATTAN NY 10031","-73.9463","40.8285"
"109540","963 SHERMAN AVENUE BRONX NY 10456","-73.9192","40.8285"
"10018","480 CONVENT AVENUE MANHATTAN NY 10031","-73.9432","40.8285"
"806278","1122 BEACH AVENUE BRONX NY 10472","-73.8654","40.8285"
"64975","601 EAST 167 STREET BRONX NY 10456","-73.904","40.8285"
"42311","614 WEST 148 STREET MANHATTAN NY 10031","-73.9499","40.8285"
"118389","1175 VYSE AVENUE BRONX NY 10459","-73.8902","40.8285"
"118387","1173 VYSE AVENUE BRONX NY 10459","-73.8902","40.8284"
"42607","307 WEST 153 STREET MANHATTAN NY 10039","-73.9389","40.8283"
"56111","2133 CHATTERTON AVENUE BRONX NY 10472","-73.852","40.8283"
"42353","511 WEST 149 STREET MANHATTAN NY 10031","-73.9464","40.8283"
"119640","1088 WASHINGTON AVENUE BRONX NY 10456","-73.9083","40.8283"
"116406","1176 UNION AVENUE BRONX NY 10459","-73.8993","40.8282"
"42380","538 WEST 149 STREET MANHATTAN NY 10031","-73.9473","40.8282"
"50369","1133 BOSTON ROAD BRONX NY 10456","-73.9043","40.8282"
"42376","534 WEST 149 STREET MANHATTAN NY 10031","-73.9472","40.8281"
"82124","953 GRANT AVENUE BRONX NY 10456","-73.9184","40.8281"
"95809","1126 METCALF AVENUE BRONX NY 10472","-73.8719","40.828"
"78809","1143 FOREST AVENUE BRONX NY 10456","-73.9024","40.828"
"42290","539 WEST 148 STREET MANHATTAN NY 10031","-73.9476","40.828"
"28242","813 ST NICHOLAS AVENUE MANHATTAN NY 10031","-73.9429","40.828"
"51040","1158 BOYNTON AVENUE BRONX NY 10472","-73.8778","40.828"
"56126","2150 CHATTERTON AVENUE BRONX NY 10472","-73.851","40.828"
"82121","947 GRANT AVENUE BRONX NY 10456","-73.9185","40.8279"
"917137","850 HOME STREET BRONX NY 10459","-73.8981","40.8279"
"42202","620 WEST 147 STREET MANHATTAN NY 10031","-73.9504","40.8279"
"42350","508 WEST 149 STREET MANHATTAN NY 10031","-73.9466","40.8279"
"56112","2134 CHATTERTON AVENUE BRONX NY 10472","-73.8517","40.8279"
"21283","369 EDGECOMBE AVENUE MANHATTAN NY 10031","-73.9411","40.8279"
"88483","1136 JACKSON AVENUE BRONX NY 10456","-73.9028","40.8279"
"56104","2126 CHATTERTON AVENUE BRONX NY 10472","-73.8521","40.8278"
"95806","1120 METCALF AVENUE BRONX NY 10472","-73.8719","40.8278"
"85470","1163 HOE AVENUE BRONX NY 10459","-73.8912","40.8278"
"88482","1134 JACKSON AVENUE BRONX NY 10456","-73.9028","40.8278"
"99719","1117 NOBLE AVENUE BRONX NY 10472","-73.8696","40.8278"
"118261","1057 VIRGINIA AVENUE BRONX NY 10472","-73.8596","40.8278"
"78801","1133 FOREST AVENUE BRONX NY 10456","-73.9025","40.8277"
"5667","1792 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9462","40.8277"
"75992","1161 ELDER AVENUE BRONX NY 10472","-73.8792","40.8277"
"804217","457 CONVENT AVENUE MANHATTAN NY 10031","-73.944","40.8277"
"78799","1131 FOREST AVENUE BRONX NY 10456","-73.9025","40.8277"
"95804","1116 METCALF AVENUE BRONX NY 10472","-73.8718","40.8277"
"5663","1788 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9463","40.8276"
"79511","1119 FTELEY AVENUE BRONX NY 10472","-73.8715","40.8276"
"28316","18 ST NICHOLAS PLACE MANHATTAN NY 10031","-73.9418","40.8276"
"806870","1234 PROSPECT AVENUE BRONX NY 10459","-73.8981","40.8276"
"79054","1122 FOX STREET BRONX NY 10459","-73.8936","40.8275"
"57695","1163 COLGATE AVENUE BRONX NY 10472","-73.8821","40.8275"
"53587","1146 BRYANT AVENUE BRONX NY 10459","-73.8886","40.8275"
"8073","3565 BROADWAY MANHATTAN NY 10031","-73.9502","40.8275"
"53586","1142 BRYANT AVENUE BRONX NY 10459","-73.8886","40.8274"
"79053","1120 FOX STREET BRONX NY 10459","-73.8936","40.8274"
"42177","535 WEST 147 STREET MANHATTAN NY 10031","-73.9481","40.8274"
"92392","1139 LONGFELLOW AVENUE BRONX NY 10459","-73.8882","40.8274"
"78787","1117 FOREST AVENUE BRONX NY 10456","-73.9026","40.8273"
"42343","460 WEST 149 STREET MANHATTAN NY 10031","-73.9453","40.8273"
"104264","1226 PROSPECT AVENUE BRONX NY 10459","-73.8982","40.8273"
"78785","1115 FOREST AVENUE BRONX NY 10456","-73.9027","40.8273"
"92389","1133 LONGFELLOW AVENUE BRONX NY 10459","-73.8882","40.8272"
"122866","1038 WHITE PLAINS ROAD BRONX NY 10472","-73.8598","40.8272"
"119624","1048 WASHINGTON AVENUE BRONX NY 10456","-73.9089","40.8272"
"56046","1966 CHATTERTON AVENUE BRONX NY 10472","-73.8569","40.8272"
"79500","1103 FTELEY AVENUE BRONX NY 10472","-73.8714","40.8272"
"78781","1111 FOREST AVENUE BRONX NY 10456","-73.9027","40.8271"
"122747","1138 WHEELER AVENUE BRONX NY 10472","-73.8794","40.8271"
"5653","1772 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9467","40.8271"
"42166","515 WEST 147 STREET MANHATTAN NY 10031","-73.9475","40.8271"
"28232","787 ST NICHOLAS AVENUE MANHATTAN NY 10031","-73.9432","40.827"
"42162","503 WEST 147 STREET MANHATTAN NY 10031","-73.947","40.827"
"42165","511 WEST 147 STREET MANHATTAN NY 10031","-73.9475","40.827"
"53581","1120 BRYANT AVENUE BRONX NY 10459","-73.8887","40.827"
"42170","526 WEST 147 STREET MANHATTAN NY 10031","-73.9483","40.827"
"28230","783 ST NICHOLAS AVENUE MANHATTAN NY 10031","-73.9433","40.8269"
"4179","2837 FREDERICK DOUGLASS BOULEVARD MANHATTAN NY 10039","-73.9393","40.8269"
"42168","522 WEST 147 STREET MANHATTAN NY 10031","-73.9481","40.8269"
"5651","1768 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9466","40.8269"
"65013","961 EAST 167 STREET BRONX NY 10459","-73.8916","40.8269"
"28229","781 ST NICHOLAS AVENUE MANHATTAN NY 10031","-73.9433","40.8269"
"65294","936 EAST 169 STREET BRONX NY 10459","-73.8932","40.8268"
"42077","543 WEST 146 STREET MANHATTAN NY 10031","-73.9487","40.8268"
"42335","408 WEST 149 STREET MANHATTAN NY 10031","-73.9438","40.8267"
"75968","1121 ELDER AVENUE BRONX NY 10472","-73.879","40.8266"
"119330","1114 WARD AVENUE BRONX NY 10472","-73.8765","40.8266"
"42080","552 WEST 146 STREET MANHATTAN NY 10031","-73.9494","40.8266"
"42078","546 WEST 146 STREET MANHATTAN NY 10031","-73.9492","40.8265"
"81989","888 GRAND CONCOURSE BRONX NY 10451","-73.9224","40.8265"
"119329","1113 WARD AVENUE BRONX NY 10472","-73.877","40.8265"
"42076","540 WEST 146 STREET MANHATTAN NY 10031","-73.949","40.8264"
"57670","1123 COLGATE AVENUE BRONX NY 10472","-73.8818","40.8263"
"122730","1121 WHEELER AVENUE BRONX NY 10472","-73.8799","40.8263"
"122199","1244 WESTCHESTER AVENUE BRONX NY 10459","-73.8881","40.8263"
"55740","935 CASTLE HILL AVENUE BRONX NY 10473","-73.85","40.8262"
"41995","533 WEST 145 STREET MANHATTAN NY 10031","-73.9493","40.8262"
"57669","1121 COLGATE AVENUE BRONX NY 10472","-73.8818","40.8262"
"122728","1119 WHEELER AVENUE BRONX NY 10472","-73.8798","40.8262"
"92779","1043 LOWELL STREET BRONX NY 10459","-73.8871","40.8262"
"92777","1041 LOWELL STREET BRONX NY 10459","-73.8872","40.8262"
"122022","1096 WEST FARMS ROAD BRONX NY 10459","-73.8902","40.8261"
"75365","655 EDISON AVENUE BRONX NY 10465","-73.8207","40.826"
"104258","1095 PROSPECT AVENUE BRONX NY 10459","-73.8994","40.826"
"42142","427 WEST 147 STREET MANHATTAN NY 10031","-73.9446","40.8259"
"41996","538 WEST 145 STREET MANHATTAN NY 10031","-73.9499","40.8259"
"64998","892 EAST 167 STREET BRONX NY 10459","-73.8955","40.8258"
"42407","287 WEST 150 STREET MANHATTAN NY 10039","-73.9385","40.8258"
"5633","1728 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9476","40.8258"
"119321","1054 WARD AVENUE BRONX NY 10472","-73.8763","40.8257"
"42145","430 WEST 147 STREET MANHATTAN NY 10031","-73.9453","40.8257"
"79036","1066 FOX STREET BRONX NY 10459","-73.8936","40.8257"
"88166","1080 INTERVALE AVENUE BRONX NY 10459","-73.8965","40.8256"
"64802","677 EAST 165 STREET BRONX NY 10456","-73.905","40.8255"
"64379","299 EAST 161 STREET BRONX NY 10451","-73.9172","40.8255"
"64738","1155 EAST 165 STREET BRONX NY 10459","-73.8871","40.8255"
"94068","1042 MANOR AVENUE BRONX NY 10472","-73.8753","40.8255"
"41863","533 WEST 144 STREET MANHATTAN NY 10031","-73.9492","40.8253"
"42051","423 WEST 146 STREET MANHATTAN NY 10031","-73.945","40.8253"
"41687","623 WEST 142 STREET MANHATTAN NY 10031","-73.9529","40.8252"
"79027","1049 FOX STREET BRONX NY 10459","-73.8942","40.8252"
"51003","1040 BOYNTON AVENUE BRONX NY 10472","-73.8771","40.8252"
"75956","1043 ELDER AVENUE BRONX NY 10472","-73.8787","40.8252"
"41686","621 WEST 142 STREET MANHATTAN NY 10031","-73.9528","40.8252"
"41871","550 WEST 144 STREET MANHATTAN NY 10031","-73.9501","40.8251"
"41680","611 WEST 142 STREET MANHATTAN NY 10031","-73.9526","40.8251"
"9969","368 CONVENT AVENUE MANHATTAN NY 10031","-73.946","40.825"
"27322","640 RIVERSIDE DRIVE MANHATTAN NY 10031","-73.9539","40.8249"
"75948","1035 ELDER AVENUE BRONX NY 10472","-73.8786","40.8249"
"41970","470 WEST 145 STREET MANHATTAN NY 10031","-73.9473","40.8248"
"41969","468 WEST 145 STREET MANHATTAN NY 10031","-73.9473","40.8248"
"41859","520 WEST 144 STREET MANHATTAN NY 10031","-73.9493","40.8248"
"94056","1023 MANOR AVENUE BRONX NY 10472","-73.8756","40.8247"
"41759","536 WEST 143 STREET MANHATTAN NY 10031","-73.9509","40.8247"
"41960","450 WEST 145 STREET MANHATTAN NY 10031","-73.9468","40.8246"
"92369","1046 LONGFELLOW AVENUE BRONX NY 10459","-73.8874","40.8246"
"41580","617 WEST 141 STREET MANHATTAN NY 10031","-73.9533","40.8246"
"77333","1046 FAILE STREET BRONX NY 10459","-73.8893","40.8246"
"41839","465 WEST 144 STREET MANHATTAN NY 10031","-73.9474","40.8245"
"4149","2775 FREDERICK DOUGLASS BOULEVARD MANHATTAN NY 10039","-73.941","40.8245"
"41739","505 WEST 143 STREET MANHATTAN NY 10031","-73.9492","40.8245"
"77329","1042 FAILE STREET BRONX NY 10459","-73.8894","40.8245"
"41668","541 WEST 142 STREET MANHATTAN NY 10031","-73.951","40.8244"
"41736","501 WEST 143 STREET MANHATTAN NY 10031","-73.9489","40.8243"
"77323","1036 FAILE STREET BRONX NY 10459","-73.8893","40.8243"
"9963","349 CONVENT AVENUE MANHATTAN NY 10031","-73.9463","40.8242"
"114933","1020 TIFFANY STREET BRONX NY 10459","-73.8946","40.8242"
"3645","2568 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9378","40.8241"
"63911","109 EAST 153 STREET BRONX NY 10451","-73.9278","40.824"
"9949","332 CONVENT AVENUE MANHATTAN NY 10031","-73.9471","40.8239"
"41817","417 WEST 144 STREET MANHATTAN NY 10031","-73.9458","40.8239"
"92344","1016 LONGFELLOW AVENUE BRONX NY 10459","-73.8873","40.8238"
"122533","995 WESTCHESTER AVENUE BRONX NY 10459","-73.8941","40.8238"
"41649","522 WEST 142 STREET MANHATTAN NY 10031","-73.9506","40.8237"
"64312","366 EAST 160 STREET BRONX NY 10451","-73.9154","40.8237"
"77305","1018 FAILE STREET BRONX NY 10459","-73.8893","40.8237"
"113697","3221 3 AVENUE BRONX NY 10451","-73.9093","40.8237"
"41937","340 WEST 145 STREET MANHATTAN NY 10031","-73.944","40.8237"
"9938","322 CONVENT AVENUE MANHATTAN NY 10031","-73.9473","40.8236"
"22538","98 HAMILTON PLACE MANHATTAN NY 10031","-73.9501","40.8236"
"41632","504 WEST 142 STREET MANHATTAN NY 10031","-73.9502","40.8236"
"109953","1027 SOUTHERN BOULEVARD BRONX NY 10459","-73.8922","40.8235"
"116370","827 UNDERHILL AVENUE BRONX NY 10473","-73.8614","40.8235"
"41561","529 WEST 141 STREET MANHATTAN NY 10031","-73.9508","40.8235"
"41576","572 WEST 141 STREET MANHATTAN NY 10031","-73.9519","40.8235"
"42095","207 WEST 147 STREET MANHATTAN NY 10039","-73.9388","40.8235"
"115286","976 TINTON AVENUE BRONX NY 10456","-73.9024","40.8234"
"109951","1023 SOUTHERN BOULEVARD BRONX NY 10459","-73.8922","40.8234"
"22535","90 HAMILTON PLACE MANHATTAN NY 10031","-73.9504","40.8234"
"42094","205 WEST 147 STREET MANHATTAN NY 10039","-73.9387","40.8234"
"5617","1661 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9488","40.8233"
"116367","821 UNDERHILL AVENUE BRONX NY 10473","-73.8614","40.8233"
"28169","678 ST NICHOLAS AVENUE MANHATTAN NY 10030","-73.9449","40.8233"
"91772","858 LELAND AVENUE BRONX NY 10473","-73.8613","40.8233"
"90992","1871 LAFAYETTE AVENUE BRONX NY 10473","-73.8613","40.8231"
"64724","862 EAST 164 STREET BRONX NY 10459","-73.8994","40.8231"
"5610","1646 AMSTERDAM AVENUE MANHATTAN NY 10031","-73.9496","40.8231"
"64727","866 EAST 164 STREET BRONX NY 10459","-73.8993","40.8231"
"41481","557 WEST 140 STREET MANHATTAN NY 10031","-73.9517","40.8231"
"64174","327 EAST 158 STREET BRONX NY 10451","-73.9167","40.823"
"116553","975 UNION AVENUE BRONX NY 10459","-73.9021","40.8229"
"64340","454 EAST 160 STREET BRONX NY 10451","-73.9123","40.8229"
"41396","608 WEST 139 STREET MANHATTAN NY 10031","-73.9543","40.8229"
"3634","2530 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9387","40.8228"
"113688","3204 3 AVENUE BRONX NY 10451","-73.909","40.8228"
"90987","1861 LAFAYETTE AVENUE BRONX NY 10473","-73.8612","40.8228"
"76680","831 ELTON AVENUE BRONX NY 10451","-73.9129","40.8228"
"41469","509 WEST 140 STREET MANHATTAN NY 10031","-73.9506","40.8226"
"22525","52 HAMILTON PLACE MANHATTAN NY 10031","-73.9518","40.8226"
"3630","2522 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9389","40.8226"
"62332","899 EAGLE AVENUE BRONX NY 10456","-73.9086","40.8226"
"41265","636 WEST 138 STREET MANHATTAN NY 10031","-73.9553","40.8225"
"22557","29 HAMILTON TERRACE MANHATTAN NY 10031","-73.9464","40.8224"
"7483","25 BRADHURST AVENUE MANHATTAN NY 10030","-73.944","40.8224"
"107228","941 ROGERS PLACE BRONX NY 10459","-73.8981","40.8224"
"3627","2516 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9391","40.8224"
"41895","219 WEST 145 STREET MANHATTAN NY 10039","-73.94","40.8223"
"64641","851 EAST 163 STREET BRONX NY 10459","-73.9002","40.8223"
"55857","879 CAULDWELL AVENUE BRONX NY 10456","-73.9076","40.8222"
"41540","462 WEST 141 STREET MANHATTAN NY 10031","-73.949","40.8222"
"41536","458 WEST 141 STREET MANHATTAN NY 10031","-73.9488","40.8222"
"4117","2707 FREDERICK DOUGLASS BOULEVARD MANHATTAN NY 10030","-73.9428","40.8222"
"4119","2710 FREDERICK DOUGLASS BOULEVARD MANHATTAN NY 10030","-73.942","40.8222"
"76082","903 ELDER AVENUE BRONX NY 10473","-73.8784","40.8222"
"21223","188 EDGECOMBE AVENUE MANHATTAN NY 10030","-73.9443","40.8222"
"41532","454 WEST 141 STREET MANHATTAN NY 10031","-73.9487","40.8221"
"41530","452 WEST 141 STREET MANHATTAN NY 10031","-73.9487","40.8221"
"3621","2504 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9393","40.8221"
"3619","2500 ADAM C POWELL BOULEVARD MANHATTAN NY 10039","-73.9393","40.822"
"104595","919 PROSPECT AVENUE BRONX NY 10459","-73.9011","40.822"
"897723","946 REV JAMES POLITE AVENUE BRONX NY 10459","-73.8987","40.822"
"914593","944 REV JAMES A POLITE AVENUE BRONX NY 10459","-73.8987","40.8219"
"21212","141 EDGECOMBE AVENUE MANHATTAN NY 10030","-73.9452","40.8216"
"41794","219 WEST 144 STREET MANHATTAN NY 10030","-73.9405","40.8216"
"3618","2496 ADAM C POWELL BOULEVARD MANHATTAN NY 10030","-73.9392","40.8216"
"41231","523 WEST 138 STREET MANHATTAN NY 10031","-73.9519","40.8215"
"27312","589 RIVERSIDE DRIVE MANHATTAN NY 10031","-73.9567","40.8214"
"806661","779 ELTON AVENUE BRONX NY 10451","-73.9135","40.8214"
"64426","708 EAST 161 STREET BRONX NY 10456","-73.9059","40.8214"
"41519","347 WEST 141 STREET MANHATTAN NY 10030","-73.9453","40.8212"
"3609","2474 ADAM C POWELL BOULEVARD MANHATTAN NY 10030","-73.94","40.821"
"28152","618 ST NICHOLAS AVENUE MANHATTAN NY 10030","-73.9459","40.8209"
"21201","129 EDGECOMBE AVENUE MANHATTAN NY 10030","-73.9455","40.8209"
"56335","2211 CINCINNATUS AVENUE BRONX NY 10473","-73.8478","40.8207"
"28147","606 ST NICHOLAS AVENUE MANHATTAN NY 10030","-73.946","40.8206"
"53822","917 BRYANT AVENUE BRONX NY 10474","-73.8873","40.8204"
"53820","915 BRYANT AVENUE BRONX NY 10474","-73.8873","40.8203"
"105078","422 QUINCY AVENUE BRONX NY 10465","-73.8209","40.8203"
"63980","372 EAST 155 STREET BRONX NY 10455","-73.9171","40.8203"
"63991","388 EAST 155 STREET BRONX NY 10455","-73.9165","40.8201"
"64058","497 EAST 156 STREET BRONX NY 10455","-73.9123","40.8201"
"58979","696 COURTLANDT AVENUE BRONX NY 10451","-73.9176","40.8201"
"40939","520 WEST 136 STREET MANHATTAN NY 10031","-73.9535","40.82"
"58978","694 COURTLANDT AVENUE BRONX NY 10451","-73.9176","40.82"
"109769","906 SIMPSON STREET BRONX NY 10459","-73.8934","40.82"
"882811","821 EAST 160 STREET BRONX NY 10459","-73.9026","40.82"
"58977","688 COURTLANDT AVENUE BRONX NY 10451","-73.9177","40.8198"
